Domain,Area,Element,Item,Year,Unit,Value
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1990","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1991","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1991","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1992","t","18000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1992","kg/ha","6.15"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1993","t","17000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1993","kg/ha","5.92"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1994","t","14000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1994","kg/ha","5.32"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1995","t","30000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1995","kg/ha","10.31"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1996","t","10000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1996","kg/ha","3.44"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1997","t","18200"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1997","kg/ha","6.23"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1998","t","18400"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1998","kg/ha","6.27"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","1999","t","20000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1999","kg/ha","6.68"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2000","t","20000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2000","kg/ha","6.85"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2001","t","20000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2001","kg/ha","11.95"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2002","t","30000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2002","kg/ha","17.84"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2003","t","31000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2003","kg/ha","19.77"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2004","t","32000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2004","kg/ha","19.4"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2005","t","32000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2005","kg/ha","16.44"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2006","t","39000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2006","kg/ha","20.37"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2007","t","39000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2007","kg/ha","20.91"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2008","t","22000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2008","kg/ha","11.65"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2009","t","33000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2009","kg/ha","15.85"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2010","t","35000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2010","kg/ha","16.22"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2011","t","36000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2011","kg/ha","16.24"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2012","t","39000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2012","kg/ha","17.01"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2013","t","41604"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2013","kg/ha","17.91"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2014","t","44475"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2014","kg/ha","18.65"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2015","t","46244"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2015","kg/ha","20.95"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2016","t","50884"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2016","kg/ha","23.37"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2017","t","53762"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2017","kg/ha","25.13"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2018","t","51361"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2018","kg/ha","23.88"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2019","t","52587"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2019","kg/ha","23.4"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2020","t","54513"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2020","kg/ha","23.86"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2021","t","55220"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2021","kg/ha","23.85"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient phosphate P2O5 (total)","2022","t","38124"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2022","kg/ha","16.37"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1961","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1961","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1962","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1962","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1963","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1963","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1964","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1964","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1965","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1965","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1966","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1966","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1967","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1967","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1968","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1968","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1969","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1969","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1970","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1970","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1971","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1971","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1972","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1972","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1973","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1973","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1974","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1974","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1975","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1975","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1976","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1976","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1977","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1977","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1978","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1978","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1979","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1979","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1980","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1980","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1981","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1981","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1982","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1982","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1983","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1983","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1984","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1984","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1985","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1985","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1986","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1986","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1987","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1987","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1988","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1988","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1989","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1989","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1990","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1990","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1991","",""
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1991","",""
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1992","t","50000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1992","kg/ha","17.07"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1993","t","27000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1993","kg/ha","9.4"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1994","t","22000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1994","kg/ha","8.37"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1995","t","48000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1995","kg/ha","16.5"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1996","t","30000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1996","kg/ha","10.31"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1997","t","38000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1997","kg/ha","13.01"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1998","t","38000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1998","kg/ha","12.96"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","1999","t","40000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","1999","kg/ha","13.35"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","2000","t","35000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","2000","kg/ha","11.98"
"Fertilizers by Nutrient","Lithuania","Agricultural Use","Nutrient potash K2O (total)","2001","t","40000"
"Fertilizers by Nutrient","Lithuania","Use per area of cropland","Nutrient potash K2O (total)","2001","kg/ha","23.89"
